所属的二进制名*,包含的Git工程ID*,所属的所属模块名*,是否影响永不倒用例,CK文件名,console文件名,最近编译时间,Git路径,所属Git仓库ID,仓库名称,仓库路径,已归档,默认分支,仓库https地址,仓库SSH地址,仓库全名称,仓库全路径,是否已授权
mmpaymchallotpaysvr,1032141,mmpaymchallotpaysvr,均不影响,CK_mmpaymchallotpaysvr,mmpaymchallotpaysvrConsole,2024-12-09 16:26:56,http://git.woa.com/mmpay_wxpay/mch_entrust_allotted_pay/tree/master/application/mmpaymchallotpaysvr,1032141,mch_entrust_allotted_pay,mch_entrust_allotted_pay,否,master,https://git.woa.com/mmpay_wxpay/mch_entrust_allotted_pay.git,git@git.woa.com:mmpay_wxpay/mch_entrust_allotted_pay.git,mmpay_wxpay/mch_entrust_allotted_pay,mmpay_wxpay/mch_entrust_allotted_pay,是
mmpayrecommendbenefitaccesssvr,1083730,mmpayrecommendbenefitaccesssvr,仅目标资产影响,CK_mmpayrecommendbenefitaccesssvr,mmpayrecommendbenefitaccesssvrConsole,2024-08-29 18:03:47,http://git.woa.com/mmpay_data_portal/xdata_mlplatform_online/tree/master/domain/mmpayrecommendbenefitaccesssvr,1083730,xdata_mlplatform_online,xdata_mlplatform_online,否,master,https://git.woa.com/mmpay_data_portal/xdata_mlplatform_online.git,git@git.woa.com:mmpay_data_portal/xdata_mlplatform_online.git,mmpay_data_portal/xdata_mlplatform_online,mmpay_data_portal/xdata_mlplatform_online,是
mmpaydcepqwalletbroker,166064,mmpaydcepqwalletbroker,仅目标资产影响,CK_mmpaydcepqwalletbroker,mmpaydcepqwalletbrokerConsole,2024-11-20 16:00:41,http://git.woa.com/mmpay_wxpay/user_bankcard/tree/master/gateway/mmpaydcepqwalletbroker,166064,user_bankcard,user_bankcard,否,master,https://git.woa.com/mmpay_wxpay/user_bankcard.git,git@git.woa.com:mmpay_wxpay/user_bankcard.git,mmpay_wxpay/user_bankcard,mmpay_wxpay/user_bankcard,是
mmpaypamchfbptenpaygateway,1006076,mmpaypamchfbptenpaygateway,仅目标资产影响,CK_mmpaypamchfbptenpaygateway,mmpaypamchfbptenpaygatewayConsole,,http://git.woa.com/mmpay_wxpay/personal_account/tree/master/gateway/mmpaypamchfbptenpaygateway,1006076,personal_account,personal_account,否,master,https://git.woa.com/mmpay_wxpay/personal_account.git,git@git.woa.com:mmpay_wxpay/personal_account.git,mmpay_wxpay/personal_account,mmpay_wxpay/personal_account,是
mmpayentrustpaybusmetroaosvr,432533,mmpayentrustpaybusmetroaosvr,均不影响,CK_mmpayentrustpaybusmetroaosvr,mmpayentrustpaybusmetroaosvrConsole,,http://git.woa.com/mmpay_wpts/wpts_metro_railway_deduction/tree/master/application/mmpayentrustpaybusmetroaosvr,432533,wpts_metro_railway_deduction,wpts_metro_railway_deduction,否,master,https://git.woa.com/mmpay_wpts/wpts_metro_railway_deduction.git,git@git.woa.com:mmpay_wpts/wpts_metro_railway_deduction.git,mmpay_wpts/wpts_metro_railway_deduction,mmpay_wpts/wpts_metro_railway_deduction,是
mmpayshelfcategorydao,246326,mmpayshelfcategorydao,仅目标资产影响,CK_mmpayshelfcategorydao,mmpayshelfcategorydaoConsole,2024-10-16 19:05:18,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymchmgr/mmpayshelf/mmpayshelfcategorydao,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymultiset1cashiersetrouteapilogicsvr,309886,mmpaymultiset1cashiersetrouteapilogicsvr,仅目标资产影响,CK_mmpaymultiset1cashiersetrouteapilogicsvr,mmpaymultiset1cashiersetrouteapilogicsvrConsole,,http://git.woa.com/mmpay_wxpay/mch_cashier_app_pay/tree/master/gateway_api/mmpaycashiersetrouteapilogicsvr,309886,mch_cashier_app_pay,mch_cashier_app_pay,否,master,https://git.woa.com/mmpay_wxpay/mch_cashier_app_pay.git,git@git.woa.com:mmpay_wxpay/mch_cashier_app_pay.git,mmpay_wxpay/mch_cashier_app_pay,mmpay_wxpay/mch_cashier_app_pay,是
mmpaypersonaltradeaosvr,166044,mmpaypersonaltradeaosvr,仅目标资产影响,CK_mmpaypersonaltradeaosvr,mmpaypersonaltradeaosvrConsole,2024-12-18 16:11:41,http://git.woa.com/mmpay_wxpay/sns_cashier_pay/tree/master/domain/mmpaypersonaltradeaosvr,166044,sns_cashier_pay,sns_cashier_pay,否,master,https://git.woa.com/mmpay_wxpay/sns_cashier_pay.git,git@git.woa.com:mmpay_wxpay/sns_cashier_pay.git,mmpay_wxpay/sns_cashier_pay,mmpay_wxpay/sns_cashier_pay,是
mmpaycreditselfpaymentuserlogicsvr,166054,mmpaycreditselfpaymentuserlogicsvr,仅目标资产影响,CK_mmpaycreditselfpaymentuserlogicsvr,mmpaycreditselfpaymentuserlogicsvrConsole,2025-02-21 10:51:57,http://git.woa.com/mmpay_credit/credit/tree/master/application/mmpaycreditselfpaymentuserlogicsvr,166054,credit,credit,否,master,https://git.woa.com/mmpay_credit/credit.git,git@git.woa.com:mmpay_credit/credit.git,mmpay_credit/credit,mmpay_credit/credit,是
mmpaysignkeydao,166070,mmpaysignkeydao,仅目标资产影响,CK_mmpaysignkeydao,mmpaysignkeydaoConsole,2024-08-20 18:57:40,http://git.woa.com/mmpay_wxpay/mch_auth/tree/master/domain/mmpaysignkeydao,166070,mch_auth,mch_auth,否,master,https://git.woa.com/mmpay_wxpay/mch_auth.git,git@git.woa.com:mmpay_wxpay/mch_auth.git,mmpay_wxpay/mch_auth,mmpay_wxpay/mch_auth,是
mmpayspamfeaturecalculatemq,363212,mmpayspamfeaturecalculatemq,仅目标资产影响,CK_mmpayspamfeaturecalculatemq,mmpayspamfeaturecalculatemqConsole,2024-11-06 09:52:25,http://git.woa.com/mmpay_wxpay/aggr_risk_private/tree/master/application/mmpayspamfeaturecalculatemq,363212,aggr_risk_private,aggr_risk_private,否,master,https://git.woa.com/mmpay_wxpay/aggr_risk_private.git,git@git.woa.com:mmpay_wxpay/aggr_risk_private.git,mmpay_wxpay/aggr_risk_private,mmpay_wxpay/aggr_risk_private,是
mmpaymchmgrinvoicedaosvr,234403,mmpaymchmgrinvoicedaosvr,仅目标资产影响,CK_mmpaymchmgrinvoicedaosvr,mmpaymchmgrinvoicedaosvrConsole,2024-10-23 17:47:22,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpaymchmgr/mmpaymchmgrinvoice/mmpaymchmgrinvoicedaosvr,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaygiftcbsvr,723623,mmpaygiftcbsvr,均不影响,CK_mmpaygiftcbsvr,mmpaygiftcbsvrConsole,,http://git.woa.com/mmpay_wxp_gift/wxp_gift/tree/master/application/mmpaygiftcbsvr,723623,wxp_gift,wxp_gift,是,master,https://git.woa.com/mmpay_wxp_gift/wxp_gift.git,git@git.woa.com:mmpay_wxp_gift/wxp_gift.git,mmpay_wxp_gift/wxp_gift,mmpay_wxp_gift/wxp_gift,是
mmbizstringquotaloop,265812,mmbizstringquota,仅目标资产影响,CK_mmbizstringquotaloop,mmbizstringquotaloopConsole,,http://git.woa.com/wxg-mp/mmbiz/tree/master/mmbizstringquota,265812,mmbiz,mmbiz,否,master,https://git.woa.com/wxg-mp/mmbiz.git,git@git.woa.com:wxg-mp/mmbiz.git,wxg-mp/mmbiz,wxg-mp/mmbiz,是
mmpayactivitymanagebg,246326,mmpayactivitymanagebg,仅目标资产影响,CK_mmpayactivitymanagebg,mmpayactivitymanagebgConsole,2024-09-26 11:51:47,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymkt/mmpayactivitymanage/mmpayactivitymanagebg,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaynewtonindirectsvr,319464,mmpaynewtonindirectsvr,仅目标资产影响,CK_mmpaynewtonindirectsvr,mmpaynewtonindirectsvrConsole,2024-12-04 10:46:26,http://git.woa.com/mmpay_wxpscore/payscore_order/tree/master/application/mmpaynewtonindirectsvr,319464,payscore_order,payscore_order,否,master,https://git.woa.com/mmpay_wxpscore/payscore_order.git,git@git.woa.com:mmpay_wxpscore/payscore_order.git,mmpay_wxpscore/payscore_order,mmpay_wxpscore/payscore_order,是
mmpaysvrkitapplymoduletest,166042,mmpaysvrkitapplymoduletest,均不影响,CK_mmpaysvrkitapplymoduletest,mmpaysvrkitapplymoduletestConsole,,http://git.woa.com/mmpay_XMeta-P/XContract/tree/master/application/mmpaysvrkitapplymoduletest,166042,XContract,XContract,否,master,https://git.woa.com/mmpay_XMeta-P/XContract.git,git@git.woa.com:mmpay_XMeta-P/XContract.git,mmpay_XMeta-P/XContract,mmpay_XMeta-P/XContract,是
mmpaywwsptranslogicsvr,246326,mmpaywwsptranslogicsvr,仅目标资产影响,CK_mmpaywwsptranslogicsvr,mmpaywwsptranslogicsvrConsole,2024-09-16 15:39:03,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayapp/mmpaysptrans/mmpaywwsptranslogicsvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymchbankaccountvalidatetool,958843,mmpaymchbankaccountvalidatescripts,均不影响,CK_mmpaymchbankaccountvalidatetool,mmpaymchbankaccountvalidatetoolConsole,2024-10-11 14:40:30,http://git.woa.com/mmpay_wxpay/mch_bank_account/tree/master/scripts/mmpaymchbankaccountvalidatescripts/sbin/mmpaymchbankaccountvalidatetool,958843,mch_bank_account,mch_bank_account,否,master,https://git.woa.com/mmpay_wxpay/mch_bank_account.git,git@git.woa.com:mmpay_wxpay/mch_bank_account.git,mmpay_wxpay/mch_bank_account,mmpay_wxpay/mch_bank_account,是
mmpaysmbpminiapptemplatemsgkvsvr,319469,mmpaysmbpminiapptemplatemsgkvsvr,仅目标资产影响,CK_mmpaysmbpminiapptemplatemsgkvsvr,mmpaysmbpminiapptemplatemsgkvsvrConsole,2023-11-10 10:06:53,http://git.woa.com/mmpay_smbp_mini_plat/miniapp_account/tree/master/domain/mmpaysmbpminiapptemplatemsgkvsvr,319469,miniapp_account,miniapp_account,否,master,https://git.woa.com/mmpay_smbp_mini_plat/miniapp_account.git,git@git.woa.com:mmpay_smbp_mini_plat/miniapp_account.git,mmpay_smbp_mini_plat/miniapp_account,mmpay_smbp_mini_plat/miniapp_account,是
mmpayreceiptdao,246326,mmpayreceiptdao,仅目标资产影响,CK_mmpayreceiptdao,mmpayreceiptdaoConsole,2024-10-08 14:19:02,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymchmgr/mmpayreceipt/mmpayreceiptdao,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayweihengcommasksvr,178503,mmpayweihengcommasksvr,仅目标资产影响,CK_mmpayweihengcommasksvr,mmpayweihengcommasksvrConsole,2024-12-10 20:07:10,http://git.woa.com/mmpay_finance_risk/finance_risk/tree/master/application/mmpayweihengcommasksvr,178503,finance_risk,finance_risk,否,master,https://git.woa.com/mmpay_finance_risk/finance_risk.git,git@git.woa.com:mmpay_finance_risk/finance_risk.git,mmpay_finance_risk/finance_risk,mmpay_finance_risk/finance_risk,是
mmpaypalmdmbasicinfoaosvr,1141302,mmpaypalmdmbasicinfoaosvr,均不影响,CK_mmpaypalmdmbasicinfoaosvr,mmpaypalmdmbasicinfoaosvrConsole,2025-02-18 16:45:06,http://git.woa.com/mmpay_palm_recognition/palm_device_manage/tree/master/domain/mmpaypalmdmbasicinfoaosvr,1141302,palm_device_manage,palm_device_manage,否,master,https://git.woa.com/mmpay_palm_recognition/palm_device_manage.git,git@git.woa.com:mmpay_palm_recognition/palm_device_manage.git,mmpay_palm_recognition/palm_device_manage,mmpay_palm_recognition/palm_device_manage,是
mmpayfixtradeconsumer,246326,mmpayfixtradeconsumer,仅目标资产影响,CK_mmpayfixtradeconsumer,mmpayfixtradeconsumerConsole,2024-10-17 10:43:43,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaybasic/mmpaycoretrade/eventcenterconsumer/mmpayfixtradeconsumer,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaycashierhttpbroker,309886,mmpaycashierhttpbroker,仅目标资产影响,CK_mmpaycashierhttpbroker,mmpaycashierhttpbrokerConsole,2024-10-21 12:09:37,http://git.woa.com/mmpay_wxpay/mch_cashier_app_pay/tree/master/gateway_broker/mmpaycashierhttpbroker,309886,mch_cashier_app_pay,mch_cashier_app_pay,否,master,https://git.woa.com/mmpay_wxpay/mch_cashier_app_pay.git,git@git.woa.com:mmpay_wxpay/mch_cashier_app_pay.git,mmpay_wxpay/mch_cashier_app_pay,mmpay_wxpay/mch_cashier_app_pay,是
mmpaymultisetnotify,246326,mmpaymultisetnotify,仅目标资产影响,CK_mmpaymultisetnotify,mmpaymultisetnotifyConsole,,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaybasic/mmpaycallback/mmpaynotify,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymktftofrulesvr,246326,mmpaymktftofrulesvr,仅目标资产影响,CK_mmpaymktftofrulesvr,mmpaymktftofrulesvrConsole,2024-10-17 15:37:22,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymkt/mmpaymktftof/mmpaymktftofrulesvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymchsecdoctorscanner,166119,mmpaymchsecdoctorscanner,仅目标资产影响,CK_mmpaymchsecdoctorscanner,mmpaymchsecdoctorscannerConsole,2024-12-24 14:54:39,http://git.woa.com/mmpay_wxpay/mch_sec/tree/master/domain/mmpaymchsecdoctorscanner,166119,mch_sec,mch_sec,否,master,https://git.woa.com/mmpay_wxpay/mch_sec.git,git@git.woa.com:mmpay_wxpay/mch_sec.git,mmpay_wxpay/mch_sec,mmpay_wxpay/mch_sec,是
mmpayevcmktreadbroker,912494,mmpayevcmktreadbroker,仅目标资产影响,CK_mmpayevcmktreadbroker,mmpayevcmktreadbrokerConsole,2023-03-16 10:15:21,http://git.woa.com/mmpay_mmpay_mq/mmpay_event_center/tree/master/phxqueueapp/mmeventcenter/svr/reader,912494,mmpay_event_center,mmpay_event_center,否,master,https://git.woa.com/mmpay_mmpay_mq/mmpay_event_center.git,git@git.woa.com:mmpay_mmpay_mq/mmpay_event_center.git,mmpay_mmpay_mq/mmpay_event_center,mmpay_mmpay_mq/mmpay_event_center,是
mmpaylingqiantongprofitproxysvr,246326,mmpaylingqiantongprofitproxysvr,仅目标资产影响,CK_mmpaylingqiantongprofitproxysvr,mmpaylingqiantongprofitproxysvrConsole,2023-09-05 20:52:07,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayapp/mmpaylingqiantong/mmpaylingqiantongprofitproxysvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaynewtondepositdaosvr,246267,mmpaynewtondepositdaosvr,仅目标资产影响,CK_mmpaynewtondepositdaosvr,mmpaynewtondepositdaosvrConsole,2024-09-23 10:32:58,http://git.woa.com/mmpay_svn_sec/mmpaynewton/tree/master/mmpaynewtondeposit/mmpaynewtondepositdaosvr,246267,mmpaynewton,mmpaynewton,否,master,https://git.woa.com/mmpay_svn_sec/mmpaynewton.git,git@git.woa.com:mmpay_svn_sec/mmpaynewton.git,mmpay_svn_sec/mmpaynewton,mmpay_svn_sec/mmpaynewton,是
mmpaysjtcustomertagao,792570,mmpaysjtcustomertagao,仅目标资产影响,CK_mmpaysjtcustomertagao,mmpaysjtcustomertagaoConsole,2024-09-22 10:49:37,http://git.woa.com/mmpay_sjt/sjt_market/tree/master/domain/mmpaysjtcustomertagao,792570,sjt_market,sjt_market,否,master,https://git.woa.com/mmpay_sjt/sjt_market.git,git@git.woa.com:mmpay_sjt/sjt_market.git,mmpay_sjt/sjt_market,mmpay_sjt/sjt_market,是
mmpayindustryagraosvr,246326,mmpayindustryagraosvr,仅目标资产影响,CK_mmpayindustryagraosvr,mmpayindustryagraosvrConsole,,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayapp/mmpaytransferindustry/industry_source_model/industry_agr/mmpayindustryagraosvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaycouponcentermallaccessscript,325195,mmpaycouponcenterscript,仅目标资产影响,CK_mmpaycouponcentermallaccessscript,mmpaycouponcentermallaccessscriptConsole,2024-11-26 16:35:51,http://git.woa.com/mmpay_wxpay/user_operation_manage/tree/master/script/mmpaycouponcentermallaccessscript,325195,user_operation_manage,user_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/user_operation_manage.git,git@git.woa.com:mmpay_wxpay/user_operation_manage.git,mmpay_wxpay/user_operation_manage,mmpay_wxpay/user_operation_manage,是
mmpaysmbpmaterialorderdao,541545,mmpaysmbpmaterialorderdao,仅目标资产影响,CK_mmpaysmbpmaterialorderdao,mmpaysmbpmaterialorderdaoConsole,2024-11-26 14:48:17,http://git.woa.com/mmpay_material/material_mall/tree/master/domain/mmpaysmbpmaterialorderdao,541545,material_mall,material_mall,否,master,https://git.woa.com/mmpay_material/material_mall.git,git@git.woa.com:mmpay_material/material_mall.git,mmpay_material/material_mall,mmpay_material/material_mall,是
mmpaynewtonbusinessquotasvr,319466,mmpaynewtonbusinessquotasvr,仅目标资产影响,CK_mmpaynewtonbusinessquotasvr,mmpaynewtonbusinessquotasvrConsole,2023-06-30 17:24:24,http://git.woa.com/mmpay_wxpscore/payscore_mch_management/tree/master/domain/mmpaynewtonbusinessquotasvr,319466,payscore_mch_management,payscore_mch_management,否,master,https://git.woa.com/mmpay_wxpscore/payscore_mch_management.git,git@git.woa.com:mmpay_wxpscore/payscore_mch_management.git,mmpay_wxpscore/payscore_mch_management,mmpay_wxpscore/payscore_mch_management,是
mmpaycommindustry,246326,mmpaycommindustry,仅目标资产影响,CK_mmpaycommindustry,mmpaycommindustryConsole,2024-10-12 10:21:25,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaybasic/mmpaycommindustry,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayc2csignapi,1325153,mmpayc2csignapi,均不影响,CK_mmpayc2csignapi,mmpayc2csignapiConsole,2024-11-22 18:23:09,http://git.woa.com/mmpay_wxpay/c2c_signing/tree/master/gateway_api/mmpayc2csignapi,1325153,c2c_signing,c2c_signing,否,master,https://git.woa.com/mmpay_wxpay/c2c_signing.git,git@git.woa.com:mmpay_wxpay/c2c_signing.git,mmpay_wxpay/c2c_signing,mmpay_wxpay/c2c_signing,是
mmpayriskysubjectratemgraosvr,325194,mmpayriskysubjectratemgraosvr,仅目标资产影响,CK_mmpayriskysubjectratemgraosvr,mmpayriskysubjectratemgraosvrConsole,2024-10-16 10:37:49,http://git.woa.com/mmpay_wxpay/mch_operation_manage/tree/master/application/mmpayriskysubjectratemgraosvr,325194,mch_operation_manage,mch_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_operation_manage.git,git@git.woa.com:mmpay_wxpay/mch_operation_manage.git,mmpay_wxpay/mch_operation_manage,mmpay_wxpay/mch_operation_manage,是
mmpaycontsecoalogicsvr,166084,mmpaycontsecoalogicsvr,仅目标资产影响,CK_mmpaycontsecoalogicsvr,mmpaycontsecoalogicsvrConsole,2024-10-14 10:04:04,http://git.woa.com/mmpay_wxpay/cont_sec/tree/master/gateway/mmpaycontsecoalogicsvr,166084,cont_sec,cont_sec,否,master,https://git.woa.com/mmpay_wxpay/cont_sec.git,git@git.woa.com:mmpay_wxpay/cont_sec.git,mmpay_wxpay/cont_sec,mmpay_wxpay/cont_sec,是
mmpayscoremallredeemao,166027,mmpayscoremallredeemao,仅目标资产影响,CK_mmpayscoremallredeemao,mmpayscoremallredeemaoConsole,2024-11-04 16:40:42,http://git.woa.com/mmpay_receipt_reward/score_mall/tree/master/domain/mmpayscoremallredeemao,166027,score_mall,score_mall,否,master,https://git.woa.com/mmpay_receipt_reward/score_mall.git,git@git.woa.com:mmpay_receipt_reward/score_mall.git,mmpay_receipt_reward/score_mall,mmpay_receipt_reward/score_mall,是
mmpayolpaynotifymq,308782,mmpayolpaynotifymq,仅目标资产影响,CK_mmpayolpaynotifymq,mmpayolpaynotifymqConsole,,http://git.woa.com/mmpay_wxpay/overseas/tree/master/application/mmpayolpaynotifymq,308782,overseas,overseas,否,master,https://git.woa.com/mmpay_wxpay/overseas.git,git@git.woa.com:mmpay_wxpay/overseas.git,mmpay_wxpay/overseas,mmpay_wxpay/overseas,是
mmpaylqtv2httpbroker,166105,mmpaylqtv2httpbroker,仅目标资产影响,CK_mmpaylqtv2httpbroker,mmpaylqtv2httpbrokerConsole,,http://git.woa.com/mmpay_lqt/lqt/tree/master/gateway/mmpaylqtv2httpbroker,166105,lqt,lqt,否,master,https://git.woa.com/mmpay_lqt/lqt.git,git@git.woa.com:mmpay_lqt/lqt.git,mmpay_lqt/lqt,mmpay_lqt/lqt,是
mmbiztpcardinfologic_mqsched_svr,265812,mmbiztpcardinfologic,仅目标资产影响,CK_mmbiztpcardinfologic_mqsched_svr,mmbiztpcardinfologic_mqsched_svrConsole,2024-10-18 16:39:40,http://git.woa.com/wxg-mp/mmbiz/tree/master/mmbizpassbook/tpcardinfo/logic,265812,mmbiz,mmbiz,否,master,https://git.woa.com/wxg-mp/mmbiz.git,git@git.woa.com:wxg-mp/mmbiz.git,wxg-mp/mmbiz,wxg-mp/mmbiz,是
mmpayz1evctradeconfigconsumer,912494,mmpayz1evctradeconfigconsumer,仅目标资产影响,CK_mmpayz1evctradeconfigconsumer,mmpayz1evctradeconfigconsumerConsole,,http://git.woa.com/mmpay_mmpay_mq/mmpay_event_center/tree/master/phxqueueapp/mmeventcenter/svr/consumer,912494,mmpay_event_center,mmpay_event_center,否,master,https://git.woa.com/mmpay_mmpay_mq/mmpay_event_center.git,git@git.woa.com:mmpay_mmpay_mq/mmpay_event_center.git,mmpay_mmpay_mq/mmpay_event_center,mmpay_mmpay_mq/mmpay_event_center,是
mmpaycs2bao,246326,mmpaycs2bao,仅目标资产影响,CK_mmpaycs2bao,mmpaycs2baoConsole,2024-10-31 10:08:49,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayriskcenter/mmpaycs2b/mmpaycs2bao,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmbizcloudinvoicecgisvr,265812,mmbizcloudinvoicecgisvr,仅目标资产影响,CK_mmbizcloudinvoicecgisvr,mmbizcloudinvoicecgisvrConsole,,http://git.woa.com/wxg-mp/mmbiz/tree/master/mmbizcgisvr/mmbizcloudinvoicecgisvr,265812,mmbiz,mmbiz,否,master,https://git.woa.com/wxg-mp/mmbiz.git,git@git.woa.com:wxg-mp/mmbiz.git,wxg-mp/mmbiz,wxg-mp/mmbiz,是
mmpaykfworkorderscriptdaosvr,323610,mmpaykfworkorderscriptdaosvr,仅目标资产影响,CK_mmpaykfworkorderscriptdaosvr,mmpaykfworkorderscriptdaosvrConsole,2024-09-14 10:46:59,http://git.woa.com/mmpay_wxpay/kf/tree/master/domain/mmpaykfworkorderscriptdaosvr,323610,kf,kf,否,master,https://git.woa.com/mmpay_wxpay/kf.git,git@git.woa.com:mmpay_wxpay/kf.git,mmpay_wxpay/kf,mmpay_wxpay/kf,是
mmpaydeductplanpayaosvr,166100,mmpaydeductplanpayaosvr,仅目标资产影响,CK_mmpaydeductplanpayaosvr,mmpaydeductplanpayaosvrConsole,2024-12-17 23:43:37,http://git.woa.com/mmpay_wxpay/deduction_pay/tree/master/domain/mmpaydeductplan,166100,deduction_pay,deduction_pay,否,master,https://git.woa.com/mmpay_wxpay/deduction_pay.git,git@git.woa.com:mmpay_wxpay/deduction_pay.git,mmpay_wxpay/deduction_pay,mmpay_wxpay/deduction_pay,是
mmpaymchnotifybasicaosvr,166107,mmpaymchnotifybasicaosvr,仅目标资产影响,CK_mmpaymchnotifybasicaosvr,mmpaymchnotifybasicaosvrConsole,2024-12-17 11:31:02,http://git.woa.com/mmpay_wxpay/mch_basic/tree/master/domain/mmpaymchnotifybasicaosvr,166107,mch_basic,mch_basic,否,master,https://git.woa.com/mmpay_wxpay/mch_basic.git,git@git.woa.com:mmpay_wxpay/mch_basic.git,mmpay_wxpay/mch_basic,mmpay_wxpay/mch_basic,是
mmpaywecompaymgrmedi,1188838,mmpaywecompaymgrmedi,仅目标资产影响,CK_mmpaywecompaymgrmedi,mmpaywecompaymgrmediConsole,2024-09-20 10:53:15,http://git.woa.com/mmpay_wxpay/we_com_pay/tree/master/application/mmpaywecompaymgrmedi,1188838,we_com_pay,we_com_pay,否,master,https://git.woa.com/mmpay_wxpay/we_com_pay.git,git@git.woa.com:mmpay_wxpay/we_com_pay.git,mmpay_wxpay/we_com_pay,mmpay_wxpay/we_com_pay,是
mmpayendowmentinsbanklogicsvr,925689,mmpayendowmentinsbanklogicsvr,均不影响,CK_mmpayendowmentinsbanklogicsvr,mmpayendowmentinsbanklogicsvrConsole,2024-10-10 11:47:47,http://git.woa.com/mmpay_wx_ins/endowment_ins/tree/master/gateway/mmpayendowmentinsbanklogicsvr,925689,endowment_ins,endowment_ins,否,master,https://git.woa.com/mmpay_wx_ins/endowment_ins.git,git@git.woa.com:mmpay_wx_ins/endowment_ins.git,mmpay_wx_ins/endowment_ins,mmpay_wx_ins/endowment_ins,是
mmpaycapitaltenpay4common,234403,mmpaycapitaltenpay4common,仅目标资产影响,CK_mmpaycapitaltenpay4common,mmpaycapitaltenpay4commonConsole,2024-09-19 16:40:24,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpaycapital/mmpaycapitaltenpay/mmpaycapitaltenpay4common,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
